generation,error,triangles
0,41.8488,2
1,36.3819,3
2,31.6173,5
3,23.0802,4
4,18.7338,8
5,17.5131,10
6,14.0247,8
7,13.0039,12
8,11.4406,12
9,9.7917,18
10,9.7917,18
11,9.7809,17
12,9.5147,14
13,9.4807,21
14,8.7230,22
15,8.7037,24
16,8.7037,24
17,8.6721,28
18,8.0100,26
19,8.0100,26
20,7.6698,27
21,7.6698,27
22,7.6698,27
23,7.6698,27
24,7.4414,38
25,7.3603,35
26,7.1975,29
27,7.1404,39
28,7.0363,30
29,7.0363,30
30,6.9128,41
31,6.7855,40
32,6.7809,36
33,6.5154,34
34,6.5154,34
35,6.5154,34
36,6.5154,34
37,6.5154,34
38,6.5154,34
39,6.5154,34
40,6.3773,50
41,6.3773,50
42,6.3295,45
43,6.1065,39
44,6.0370,51
45,6.0355,50
46,5.9961,44
47,5.9961,44
48,5.9961,44
49,5.8403,51
50,5.8403,51
51,5.8218,47
52,5.8218,47
53,5.7253,49
54,5.7253,49
55,5.7253,49
56,5.7253,49
57,5.7253,49
58,5.7253,49
59,5.6998,44
60,5.6998,44
61,5.5170,51
62,5.5170,51
63,5.5170,51
64,5.5093,51
65,5.5093,51
66,5.5093,51
67,5.4969,51
68,5.3904,45
69,5.3904,45
70,5.3904,45
71,5.3904,45
72,5.3904,45
73,5.3904,45
74,5.3904,45
75,5.3904,45
76,5.3904,45
77,5.3904,45
78,5.3904,45
79,5.3904,45
80,5.3904,45
81,5.3765,51
82,5.3681,51
83,5.3681,51
84,5.3480,51
85,5.3480,51
86,5.3356,51
87,5.3310,51
88,5.2894,51
89,5.1983,51
90,5.1983,51
91,5.1983,51
92,5.1983,51
93,5.1983,51
94,5.1983,51
95,5.1566,44
96,5.1566,44
97,5.1566,44
98,5.1566,44
99,5.1566,44
100,5.0556,46
101,5.0556,46
102,5.0556,46
103,5.0556,46
104,5.0556,46
105,5.0556,46
106,5.0556,46
107,5.0556,46
108,5.0556,46
109,5.0556,46
110,5.0556,46
111,5.0556,46
112,5.0556,46
113,5.0556,46
114,5.0556,46
115,5.0556,46
116,5.0556,46
117,5.0556,46
118,5.0556,46
119,5.0556,46
120,5.0556,46
121,5.0556,46
122,4.9815,51
123,4.9815,51
124,4.9815,51
125,4.9815,51
126,4.9383,51
127,4.9383,51
128,4.9383,51
129,4.9383,51
130,4.9383,51
131,4.9383,51
132,4.9383,51
133,4.8665,48
134,4.8665,48
135,4.8665,48
136,4.8665,48
137,4.8665,48
138,4.8573,47
139,4.8573,47
140,4.8573,47
141,4.8573,47
142,4.8573,47
143,4.8140,51
144,4.8140,51
145,4.8140,51
146,4.8140,51
147,4.8140,51
148,4.8140,51
149,4.8140,51
150,4.8140,51
151,4.8140,51
152,4.8140,51
153,4.8140,51
154,4.8140,51
155,4.8140,51
156,4.8140,51
157,4.8140,51
158,4.7840,51
159,4.7840,51
160,4.7840,51
161,4.7840,51
162,4.7840,51
163,4.7840,51
164,4.7840,51
165,4.7840,51
166,4.7840,51
167,4.7461,51
168,4.7377,43
169,4.7377,43
170,4.7292,49
171,4.7292,49
172,4.7292,49
173,4.7292,49
174,4.7292,49
175,4.7292,49
176,4.7292,49
177,4.7292,49
178,4.7292,49
179,4.7292,49
180,4.7292,49
181,4.7292,49
182,4.7292,49
183,4.7292,49
184,4.7292,49
185,4.7292,49
186,4.7292,49
187,4.7292,49
188,4.7199,51
189,4.5718,47
190,4.5718,47
191,4.5718,47
192,4.5718,47
193,4.5718,47
194,4.5718,47
195,4.5517,46
196,4.5517,46
197,4.5517,46
198,4.5517,46
199,4.5517,46
200,4.5517,46
201,4.5517,46
202,4.5517,46
203,4.5517,46
204,4.5517,46
205,4.5440,46
206,4.5440,46
207,4.5440,46
208,4.5432,46
209,4.5432,46
210,4.5432,46
211,4.5432,46
212,4.5432,46
213,4.5432,46
214,4.5432,46
215,4.5432,46
216,4.5316,46
217,4.4684,51
218,4.4684,51
219,4.4684,51
220,4.4684,51
221,4.4684,51
222,4.4684,51
223,4.4660,51
224,4.4660,51
225,4.4660,51
226,4.4653,51
227,4.4653,51
228,4.4653,51
229,4.4437,51
230,4.4437,51
231,4.4437,51
232,4.4437,51
233,4.4437,51
234,4.4437,51
235,4.4437,51
236,4.4437,51
237,4.4437,51
238,4.4437,51
239,4.4437,51
240,4.4437,51
241,4.4437,51
242,4.4437,51
243,4.4437,51
244,4.4437,51
245,4.4437,51
246,4.4437,51
247,4.4437,51
248,4.4437,51
249,4.4437,51
250,4.4429,51
251,4.4429,51
252,4.4429,51
