generation,error,triangles
942,2.9275,28
943,2.9275,28
944,2.9275,28
945,2.9275,28
946,2.9275,28
947,2.9275,28
948,2.9236,27
949,2.9236,27
950,2.9236,27
951,2.9236,27
952,2.9236,27
953,2.9236,27
954,2.9236,27
955,2.9236,27
956,2.9236,27
957,2.9236,27
958,2.9236,27
959,2.9236,27
960,2.9236,27
961,2.9236,27
962,2.9159,27
963,2.9159,27
964,2.9159,27
965,2.9159,27
966,2.9159,27
967,2.9159,27
968,2.9159,27
969,2.8789,28
970,2.8789,28
971,2.8789,28
972,2.8789,28
973,2.8789,28
974,2.8789,28
975,2.8789,28
976,2.8789,28
977,2.8789,28
978,2.8789,28
979,2.8789,28
980,2.8789,28
981,2.8789,28
982,2.8789,28
983,2.8789,28
984,2.8789,28
985,2.8789,28
986,2.8789,28
987,2.8789,28
988,2.8789,28
989,2.8789,28
990,2.8765,28
991,2.8681,28
992,2.8681,28
993,2.8681,28
994,2.8681,28
995,2.8681,28
996,2.8681,28
997,2.8681,28
998,2.8681,28
999,2.8681,28
1000,2.8681,28
1001,2.8681,28
1002,2.8681,28
1003,2.8681,28
1004,2.8681,28
1005,2.8681,28
1006,2.8681,28
1007,2.8681,28
1008,2.8681,28
1009,2.8681,28
1010,2.8681,28
1011,2.8681,28
1012,2.8681,28
1013,2.8681,28
1014,2.8681,28
1015,2.8681,28
1016,2.8681,28
1017,2.8681,28
1018,2.8681,28
1019,2.8681,28
1020,2.8681,28
1021,2.8681,28
1022,2.8681,28
1023,2.8681,28
1024,2.8681,28
1025,2.8681,28
1026,2.8681,28
1027,2.8681,28
1028,2.8681,28
1029,2.8681,28
1030,2.8681,28
1031,2.8681,28
1032,2.8681,28
1033,2.8681,28
1034,2.8681,28
1035,2.8681,28
1036,2.8681,28
1037,2.8681,28
1038,2.8681,28
1039,2.8681,28
1040,2.8681,28
1041,2.8681,28
1042,2.8681,28
1043,2.8665,27
1044,2.8665,27
1045,2.8665,27
1046,2.8665,27
1047,2.8665,27
1048,2.8665,27
1049,2.8665,27
1050,2.8665,27
1051,2.8665,27
1052,2.8665,27
1053,2.8665,27
1054,2.8665,27
1055,2.8665,27
1056,2.8665,27
1057,2.8665,27
1058,2.8611,28
1059,2.8611,28
1060,2.8611,28
1061,2.8611,28
1062,2.8611,28
1063,2.8611,28
1064,2.8611,28
1065,2.8611,28
1066,2.8611,28
1067,2.8611,28
1068,2.8611,28
1069,2.8611,28
1070,2.8611,28
1071,2.8611,28
1072,2.8611,28
1073,2.8611,28
1074,2.8611,28
1075,2.8611,28
1076,2.8611,28
1077,2.8611,28
1078,2.8611,28
1079,2.8611,28
1080,2.8611,28
1081,2.8611,28
1082,2.8611,28
1083,2.8611,28
1084,2.8611,28
1085,2.8611,28
1086,2.8611,28
1087,2.8611,28
1088,2.8465,27
1089,2.8465,27
1090,2.8465,27
1091,2.8465,27
1092,2.8465,27
1093,2.8465,27
1094,2.8465,27
1095,2.8465,27
1096,2.8465,27
1097,2.8465,27
1098,2.8465,27
1099,2.8465,27
1100,2.8465,27
1101,2.8465,27
1102,2.8465,27
1103,2.8179,27
1104,2.8179,27
1105,2.8179,27
1106,2.8179,27
1107,2.8179,27
1108,2.8179,27
1109,2.8179,27
1110,2.8179,27
1111,2.8179,27
1112,2.8179,27
1113,2.8179,27
1114,2.8179,27
1115,2.8179,27
1116,2.8179,27
1117,2.8179,27
1118,2.8179,27
1119,2.8179,27
1120,2.8179,27
1121,2.8179,27
1122,2.8179,27
1123,2.8179,27
1124,2.8179,27
1125,2.8179,27
1126,2.8179,27
1127,2.8179,27
1128,2.8179,27
1129,2.8179,27
1130,2.8179,27
1131,2.8179,27
1132,2.8179,27
1133,2.8179,27
1134,2.8179,27
1135,2.8179,27
1136,2.8179,27
1137,2.8179,27
1138,2.8179,27
1139,2.8179,27
1140,2.8179,27
1141,2.8179,27
1142,2.8179,27
1143,2.8179,27
1144,2.8179,27
1145,2.8179,27
1146,2.8179,27
1147,2.8179,27
1148,2.8179,27
1149,2.8179,27
1150,2.8179,27
1151,2.8179,27
1152,2.8179,27
1153,2.8179,27
1154,2.8179,27
1155,2.8179,27
1156,2.8179,27
1157,2.8179,27
1158,2.8179,27
1159,2.8179,27
1160,2.8179,27
1161,2.8179,27
1162,2.8179,27
1163,2.8179,27
1164,2.8179,27
1165,2.8179,27
1166,2.8179,27
1167,2.8171,26
1168,2.8171,26
1169,2.8171,26
1170,2.8171,26
1171,2.8171,26
1172,2.8171,26
1173,2.8171,26
1174,2.8171,26
1175,2.8171,26
1176,2.8171,26
1177,2.8171,26
1178,2.8171,26
1179,2.8171,26
1180,2.8171,26
1181,2.8171,26
1182,2.8171,26
1183,2.8171,26
1184,2.8171,26
1185,2.8171,26
1186,2.8171,26
1187,2.8171,26
1188,2.8171,26
1189,2.8171,26
1190,2.8171,26
1191,2.8171,26
1192,2.8171,26
1193,2.8171,26
1194,2.8171,26
1195,2.8171,26
1196,2.8171,26
1197,2.8171,26
1198,2.8032,26
1199,2.8032,26
1200,2.8032,26
1201,2.8032,26
1202,2.8032,26
1203,2.8032,26
1204,2.8032,26
1205,2.7986,26
1206,2.7986,26
1207,2.7986,26
1208,2.7986,26
1209,2.7986,26
1210,2.7986,26
1211,2.7986,26
1212,2.7986,26
1213,2.7986,26
1214,2.7986,26
1215,2.7986,26
1216,2.7986,26
1217,2.7986,26
1218,2.7986,26
1219,2.7986,26
1220,2.7986,26
1221,2.7986,26
1222,2.7986,26
1223,2.7986,26
1224,2.7986,26
1225,2.7986,26
1226,2.7986,26
1227,2.7986,26
1228,2.7986,26
1229,2.7986,26
1230,2.7986,26
1231,2.7986,26
1232,2.7986,26
1233,2.7986,26
1234,2.7986,26
1235,2.7986,26
1236,2.7986,26
1237,2.7986,26
1238,2.7986,26
1239,2.7986,26
1240,2.7986,26
1241,2.7986,26
1242,2.7986,26
1243,2.7986,26
1244,2.7986,26
1245,2.7986,26
1246,2.7986,26
1247,2.7986,26
1248,2.7986,26
1249,2.7986,26
1250,2.7986,26
1251,2.7986,26
1252,2.7986,26
1253,2.7986,26
1254,2.7986,26
1255,2.7986,26
1256,2.7986,26
1257,2.7986,26
1258,2.7986,26
1259,2.7986,26
1260,2.7986,26
1261,2.7986,26
1262,2.7986,26
1263,2.7986,26
1264,2.7986,26
1265,2.7986,26
1266,2.7986,26
1267,2.7986,26
1268,2.7986,26
1269,2.7986,26
1270,2.7986,26
1271,2.7986,26
1272,2.7986,26
1273,2.7986,26
1274,2.7986,26
1275,2.7986,26
1276,2.7986,26
1277,2.7986,26
1278,2.7986,26
1279,2.7986,26
1280,2.7986,26
1281,2.7986,26
1282,2.7986,26
1283,2.7986,26
1284,2.7986,26
1285,2.7986,26
1286,2.7986,26
1287,2.7986,26
1288,2.7986,26
1289,2.7986,26
1290,2.7986,26
1291,2.7986,26
1292,2.7986,26
1293,2.7986,26
1294,2.7986,26
1295,2.7986,26
1296,2.7986,26
1297,2.7986,26
1298,2.7986,26
1299,2.7986,26
1300,2.7986,26
1301,2.7986,26
1302,2.7986,26
1303,2.7986,26
1304,2.7986,26
1305,2.7986,26
1306,2.7986,26
1307,2.7986,26
1308,2.7986,26
1309,2.7986,26
1310,2.7986,26
1311,2.7986,26
1312,2.7986,26
1313,2.7986,26
1314,2.7693,26
1315,2.7662,26
1316,2.7662,26
1317,2.7662,26
1318,2.7662,26
1319,2.7662,26
1320,2.7662,26
1321,2.7662,26
1322,2.7662,26
1323,2.7662,26
1324,2.7662,26
1325,2.7662,26
1326,2.7662,26
1327,2.7662,26
1328,2.7662,26
1329,2.7662,26
1330,2.7662,26
1331,2.7662,26
1332,2.7662,26
1333,2.7662,26
1334,2.7662,26
1335,2.7662,26
1336,2.7662,26
1337,2.7662,26
1338,2.7662,26
1339,2.7662,26
1340,2.7662,26
1341,2.7662,26
1342,2.7662,26
1343,2.7662,26
1344,2.7662,26
1345,2.7662,26
1346,2.7662,26
1347,2.7662,26
1348,2.7662,26
1349,2.7662,26
1350,2.7662,26
1351,2.7662,26
1352,2.7662,26
1353,2.7662,26
1354,2.7662,26
1355,2.7662,26
1356,2.7662,26
1357,2.7662,26
1358,2.7662,26
1359,2.7662,26
1360,2.7662,26
1361,2.7662,26
1362,2.7662,26
1363,2.7662,26
1364,2.7662,26
1365,2.7662,26
1366,2.7431,26
1367,2.7431,26
1368,2.7431,26
1369,2.7431,26
1370,2.7431,26
1371,2.7431,26
1372,2.7431,26
1373,2.7431,26
1374,2.7431,26
1375,2.7431,26
1376,2.7431,26
1377,2.7431,26
1378,2.7431,26
1379,2.7431,26
1380,2.7431,26
1381,2.7431,26
1382,2.7431,26
1383,2.7431,26
1384,2.7431,26
1385,2.7431,26
1386,2.7431,26
1387,2.7431,26
